Fitness,Depth,Nodes,Generations,time_since_the_start_of_the_evolution,seed,genotype_as_str
6.0,7,8,1,0.8377447128295898,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,2,1.1135361194610596,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,3,1.2163877487182617,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,4,1.5027260780334473,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,5,1.7900865077972412,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,6,2.0309641361236572,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,7,2.279156446456909,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,8,2.4510622024536133,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,9,2.6259469985961914,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
6.0,7,8,10,2.7795748710632324,90313,"Genotype(dna=[16924, 78642, 13725, 69291, 14436, 87012, 77371, 56289, 13341, 98517, 30881, 69024, 35644, 82546, 59676, 45118, 15542, 50108, 55830, 61826, 10290, 3619, 67905, 38176, 70358, 69128, 85437, 43962, 96421, 35411, 16442, 39762, 30001, 20787, 38439, 2431, 81711, 70509, 57381, 53330, 50865, 34373, 75135, 47856, 93939, 45635, 81085, 83769, 78726, 81609, 14931, 32222, 30714, 52756, 74307, 56414, 52459, 71390, 8910, 98477, 71346, 68734, 69577, 6642, 60337, 61315, 79166, 39553, 40243, 50271, 60200, 92439, 72158, 38793, 7291, 67372, 22286, 75694, 90451, 99275, 92195, 75640, 80142, 71448, 86224, 19453, 40398, 2108, 84654, 65524, 59540, 36928, 18888, 12894, 21783, 60708, 78263, 15992, 59399, 3143, 76202, 50587, 1917, 98870, 3661, 3811, 96257, 80449, 39916, 70777, 40268, 20597, 94496, 44754, 53878, 75342, 90498, 4876, 2027, 36381, 16198, 95706, 11564, 20558, 14451, 70885, 70766, 88582, 62666, 7664, 23205, 19727, 14674, 43835, 65071, 33983, 93212, 62028, 85567, 11491, 83992, 78840, 49317, 63205, 38886, 19941, 69051, 25128, 7166, 99974, 82158, 76376, 75316, 99412, 8333, 73238, 36989, 95219, 59431, 51383, 38801, 20544, 99519, 94507, 27643, 98945, 86575, 84607, 8608, 57922, 3856, 7024, 6332, 69610, 39060, 71473, 83506, 50662, 6542, 90823, 73093, 74598, 37859, 97235, 26531, 98829, 92532, 94969, 27154, 92194, 19704, 20416, 78465, 33101, 1045, 67470, 3511, 64831, 975, 89244, 39386, 22937, 80336, 83029, 37582, 42477, 58509, 17369, 95598, 176, 84371, 31930, 51698, 88517, 50934, 75178, 38014, 39513, 94536, 2700, 27999, 12308, 60952, 27694, 68915, 90268, 81239, 73061, 19100, 43439, 84559, 20786, 83849, 28196, 86307, 82533, 19277, 94861, 19657, 7405, 96495, 68341, 23740, 90880, 8511, 53737, 65210, 90880, 49005, 228, 61320, 13336, 6567, 88899, 1089, 48014])"
